p_val,avg_log2FC,pct.OE,pct.Scr,p_val_adj,gene
2.79E-01,0.102216445,0.041,0.063,1.00E+00,Cxxc1
2.80E-01,0.1378330957,0.087,0.121,1.00E+00,Arfgap2
2.80E-01,0.3369676266,0.06,0.087,1.00E+00,Entpd3
2.80E-01,0.1238089626,0.956,1,1.00E+00,Rims1
2.80E-01,-1.101976987,0.009,0.019,1.00E+00,Cdc42ep4
2.80E-01,-0.339820632,0.009,0.019,1.00E+00,Gm47863
2.80E-01,0.3788036193,0.076,0.106,1.00E+00,Rab40b
2.80E-01,0.3021949841,0.197,0.271,1.00E+00,Galnt11
2.81E-01,-0.1915786431,0.023,0.039,1.00E+00,Gm11084
2.81E-01,-1.002240207,0.009,0.019,1.00E+00,Cmtm8
2.81E-01,-0.4939612761,0.009,0.019,1.00E+00,Zc3h10
2.81E-01,0.8380523225,0.22,0.217,1.00E+00,Rexo1
2.81E-01,0.1107303589,0.296,0.411,1.00E+00,Dctn4
2.81E-01,0.3487670786,0.174,0.242,1.00E+00,Birc2
2.81E-01,0.2094229652,0.239,0.333,1.00E+00,Gclc
2.81E-01,-0.1730602146,0.023,0.039,1.00E+00,Gm38190
2.82E-01,0.4296292899,0.103,0.145,1.00E+00,Lrrc8a
2.82E-01,0.2094682185,0.099,0.135,1.00E+00,Fgfr1op2
2.82E-01,0.1857374342,0.142,0.193,1.00E+00,Nudt4
2.82E-01,0.6314021127,0.053,0.034,1.00E+00,4732440D04Rik
2.82E-01,0.2734513236,0.078,0.111,1.00E+00,1700021F05Rik
2.82E-01,0.1699544108,0.064,0.092,1.00E+00,Pyroxd1
2.82E-01,-0.1152880779,0.023,0.039,1.00E+00,Rpp14
2.82E-01,-0.9330234341,0.009,0.019,1.00E+00,Suclg2
2.82E-01,-0.8070209589,0.009,0.019,1.00E+00,Nop16
2.82E-01,0.1257064543,0.041,0.063,1.00E+00,Cdk2ap1
2.82E-01,-0.7521753388,0.016,0.029,1.00E+00,Fbxl7
2.82E-01,0.1549815075,0.321,0.435,1.00E+00,Kif16b
2.83E-01,0.2696018147,0.2,0.275,1.00E+00,Fam168b
2.83E-01,0.1096037706,0.174,0.232,1.00E+00,Ivd
2.83E-01,-0.6416162921,0.016,0.029,1.00E+00,Gm45188
2.83E-01,0.211206062,0.117,0.159,1.00E+00,Mtpn
2.83E-01,0.7831960165,0.034,0.019,1.00E+00,Gm26703
2.83E-01,-0.7220732724,0.009,0.019,1.00E+00,Mettl21c
2.83E-01,-0.8440363054,0.009,0.019,1.00E+00,Cfap157
2.83E-01,-0.4415005079,0.009,0.019,1.00E+00,4931422A03Rik
2.83E-01,-0.5879377329,0.009,0.019,1.00E+00,Prdm16
2.83E-01,-0.7464156457,0.009,0.019,1.00E+00,Gm45885
2.83E-01,-0.4653234413,0.009,0.019,1.00E+00,A930009A15Rik
2.83E-01,-0.4426672694,0.009,0.019,1.00E+00,Gm31793
2.83E-01,-0.2806535009,0.009,0.019,1.00E+00,Vrk2
2.83E-01,0.1848668088,0.766,0.86,1.00E+00,Prkcb
2.83E-01,0.1806052541,0.041,0.063,1.00E+00,Tbccd1
2.83E-01,0.5603457646,0.06,0.087,1.00E+00,Prss12
2.83E-01,0.1724667337,0.273,0.372,1.00E+00,Ncor2
2.83E-01,1.369526784,0.062,0.043,1.00E+00,Gm49066
2.83E-01,0.1284974717,0.023,0.039,1.00E+00,Hmgn2
2.84E-01,0.1593306596,0.094,0.13,1.00E+00,Emc8
2.84E-01,0.4368437273,0.06,0.087,1.00E+00,Zfp511
2.84E-01,0.1129070271,0.289,0.396,1.00E+00,Atp2b3
2.84E-01,0.8844971684,0.094,0.072,1.00E+00,Gm14634
2.84E-01,-0.6629905609,0.016,0.029,1.00E+00,Cx3cr1
2.84E-01,0.3449340143,0.183,0.251,1.00E+00,Ankrd10
2.84E-01,0.2579410826,0.693,0.802,1.00E+00,A330076H08Rik
2.84E-01,-0.3186984044,0.009,0.019,1.00E+00,Nron
2.84E-01,-0.7525071588,0.009,0.019,1.00E+00,S100a10
2.84E-01,-0.5801473892,0.009,0.019,1.00E+00,B230303O12Rik
2.84E-01,-0.4509595748,0.009,0.019,1.00E+00,Gm26982
2.84E-01,-0.3228260979,0.009,0.019,1.00E+00,Pde4c
2.84E-01,-0.4471576377,0.009,0.019,1.00E+00,Ccdc166
2.84E-01,-0.3540685362,0.009,0.019,1.00E+00,Gm46563
2.84E-01,-0.7222185874,0.009,0.019,1.00E+00,Stx19
2.84E-01,-0.7116884332,0.009,0.019,1.00E+00,Gstp1
2.85E-01,-0.5801501056,0.016,0.029,1.00E+00,Zfp454
2.85E-01,1.145295678,0.073,0.053,1.00E+00,Ttc23
2.85E-01,0.2023039621,0.119,0.164,1.00E+00,Zfp955b
2.85E-01,0.1328426175,0.193,0.251,1.00E+00,4930447C04Rik
2.85E-01,0.3203141428,0.023,0.039,1.00E+00,Sdsl
2.85E-01,0.1765198725,0.248,0.338,1.00E+00,Smc5
2.85E-01,-0.2838811399,0.009,0.019,1.00E+00,Gm16685
2.85E-01,-0.5274265239,0.009,0.019,1.00E+00,Chd1l
2.85E-01,-0.505551042,0.009,0.019,1.00E+00,Psmg3
2.85E-01,-0.4492938056,0.009,0.019,1.00E+00,Gm44026
2.85E-01,-0.3325827078,0.009,0.019,1.00E+00,Dhx34
2.85E-01,-0.3377229409,0.009,0.019,1.00E+00,4933404I11Rik
2.85E-01,-0.2345755968,0.009,0.019,1.00E+00,P4ha3
2.85E-01,-0.3914912411,0.009,0.019,1.00E+00,1700048O20Rik
2.85E-01,-0.4673803726,0.009,0.019,1.00E+00,Gtf3c6
2.85E-01,-0.2107503253,0.009,0.019,1.00E+00,Gen1
2.85E-01,-0.3592409643,0.009,0.019,1.00E+00,Prox2os
2.85E-01,-0.4673797763,0.009,0.019,1.00E+00,Cdca7l
2.85E-01,-0.7264218011,0.009,0.019,1.00E+00,B3galt4
2.85E-01,-0.4024926113,0.009,0.019,1.00E+00,Galm
2.85E-01,-0.3933668648,0.009,0.019,1.00E+00,Psat1
2.85E-01,0.18146629,0.087,0.121,1.00E+00,Alas1
2.86E-01,0.1119532242,0.046,0.068,1.00E+00,Tomm5
2.86E-01,-0.4595205021,0.016,0.029,1.00E+00,Ppfibp2
2.86E-01,-0.5387689914,0.016,0.029,1.00E+00,Ccnjl
2.86E-01,0.1681028421,0.023,0.039,1.00E+00,Oprl1
2.86E-01,0.2065348389,0.023,0.039,1.00E+00,Mks1
2.86E-01,0.1364552162,0.023,0.039,1.00E+00,Cbx8
2.86E-01,0.2223939631,0.023,0.039,1.00E+00,Zfp946
2.86E-01,0.6229400252,0.275,0.28,1.00E+00,5031439G07Rik
2.86E-01,-0.1776147566,0.034,0.053,1.00E+00,Zfp354a
2.86E-01,0.2290734429,0.227,0.309,1.00E+00,Wdr20
2.86E-01,0.1827706749,0.814,0.841,1.00E+00,Tenm1
2.86E-01,0.2410703912,0.094,0.13,1.00E+00,Elob
2.86E-01,0.1199238992,0.023,0.039,1.00E+00,Gm26756
2.86E-01,0.1659167364,0.023,0.039,1.00E+00,Ascl4
2.86E-01,-0.4223881778,0.009,0.019,1.00E+00,Gm28151
2.86E-01,-0.3283228658,0.009,0.019,1.00E+00,Gltp
2.86E-01,-0.4616184722,0.009,0.019,1.00E+00,Fes
2.86E-01,-0.3627709821,0.009,0.019,1.00E+00,Doc2a
2.86E-01,-0.4182410801,0.009,0.019,1.00E+00,Zfp647
2.86E-01,-0.3671954979,0.009,0.019,1.00E+00,Gm27209
2.86E-01,-0.4449170345,0.009,0.019,1.00E+00,Pcdhga6
2.86E-01,-0.1953047233,0.009,0.019,1.00E+00,Armcx6
2.86E-01,-0.4691708067,0.016,0.029,1.00E+00,Mad2l2
2.87E-01,-0.1265794315,0.034,0.053,1.00E+00,Dram1
2.87E-01,0.2492135605,0.041,0.063,1.00E+00,Zbtb26
2.87E-01,0.1562651318,0.674,0.797,1.00E+00,Snph
2.87E-01,0.1459557508,0.19,0.256,1.00E+00,Dnajc27
2.87E-01,0.1611235116,0.023,0.039,1.00E+00,Rbfa
2.87E-01,0.1454704815,0.165,0.222,1.00E+00,Lias
2.87E-01,-0.2475076278,0.016,0.029,1.00E+00,Eid2
2.87E-01,0.3383431438,0.122,0.164,1.00E+00,Lrrc3b
2.87E-01,-0.2425085577,0.009,0.019,1.00E+00,Ptprc
2.87E-01,0.1250076199,0.009,0.019,1.00E+00,Ism1
2.87E-01,-0.4381661574,0.009,0.019,1.00E+00,Nanp
2.87E-01,-0.4008371179,0.009,0.019,1.00E+00,Cd72
2.87E-01,-0.4133914668,0.009,0.019,1.00E+00,Gm20647
2.87E-01,-0.2650824367,0.009,0.019,1.00E+00,Rfc5
2.87E-01,0.1157497011,0.009,0.019,1.00E+00,Pitpnm2os1
2.87E-01,-0.1393132078,0.009,0.019,1.00E+00,Cep41
2.87E-01,-0.2434926007,0.009,0.019,1.00E+00,BC024978
2.87E-01,-0.2235609883,0.009,0.019,1.00E+00,Vmn2r57
2.87E-01,-0.231672323,0.009,0.019,1.00E+00,Txnl4b
2.87E-01,-0.2721871159,0.009,0.019,1.00E+00,Fanca
2.87E-01,-0.258059071,0.009,0.019,1.00E+00,Gm47270
2.87E-01,-0.136599652,0.009,0.019,1.00E+00,Dusp6
2.87E-01,-0.5047360462,0.009,0.019,1.00E+00,Baiap2l2
2.87E-01,-0.3807798822,0.009,0.019,1.00E+00,Gm49484
2.87E-01,-0.2549448071,0.009,0.019,1.00E+00,4632428C04Rik
2.87E-01,-0.4423589514,0.009,0.019,1.00E+00,Pcdhb7
2.87E-01,0.2184324885,0.064,0.092,1.00E+00,Smim7
2.88E-01,0.2267166502,0.144,0.193,1.00E+00,Adamtsl5
2.88E-01,0.3180951591,0.023,0.039,1.00E+00,Trmt10a
2.88E-01,0.214258703,0.179,0.246,1.00E+00,Iscu
2.88E-01,0.2684484059,0.016,0.029,1.00E+00,Pcsk6
2.88E-01,-0.2595821345,0.016,0.029,1.00E+00,Fdxacb1
2.88E-01,0.3220449316,0.089,0.126,1.00E+00,Dusp8
2.89E-01,-0.4126972579,0.016,0.029,1.00E+00,Slc46a2
2.89E-01,-0.3095630322,0.016,0.029,1.00E+00,Slc25a35
2.89E-01,-0.1440958932,0.016,0.029,1.00E+00,Prelid1
2.89E-01,-0.2891282083,0.016,0.029,1.00E+00,Zfp395
2.89E-01,-0.2730276485,0.016,0.029,1.00E+00,Eef2kmt
2.89E-01,0.145047132,0.087,0.121,1.00E+00,1110019D14Rik
2.89E-01,0.1336092761,0.353,0.478,1.00E+00,Caprin1
2.89E-01,0.9020894312,0.034,0.019,1.00E+00,Glra3
2.90E-01,0.2626388332,0.101,0.14,1.00E+00,Dlg5
2.90E-01,-0.2099704757,0.016,0.029,1.00E+00,Clp1
2.90E-01,-0.213092096,0.016,0.029,1.00E+00,Fgd5
2.90E-01,-0.2413377039,0.016,0.029,1.00E+00,Ripply2
2.90E-01,-0.3588898816,0.016,0.029,1.00E+00,Helb
2.90E-01,-0.2606479138,0.016,0.029,1.00E+00,Nudt11
2.90E-01,0.1153170467,0.073,0.101,1.00E+00,Nwd2
2.90E-01,0.1692387243,0.034,0.053,1.00E+00,9330158H04Rik
2.91E-01,-0.2343142783,0.016,0.029,1.00E+00,Gm37107
2.91E-01,-0.2583877855,0.016,0.029,1.00E+00,Fgfbp3
2.91E-01,0.3812804873,0.053,0.077,1.00E+00,Pkdcc
2.91E-01,0.377688871,0.06,0.087,1.00E+00,Pusl1
2.91E-01,0.2893299336,0.124,0.169,1.00E+00,Abcc1
2.91E-01,-0.2581681511,0.016,0.029,1.00E+00,Alyref
2.92E-01,0.1375981741,0.183,0.246,1.00E+00,Usp19
2.92E-01,0.1900704492,0.076,0.106,1.00E+00,Dbnl
2.92E-01,1.19242938,0.083,0.063,1.00E+00,Ccdc84
2.92E-01,0.4439866845,0.053,0.077,1.00E+00,Slc25a39
2.92E-01,-0.1035544225,0.016,0.029,1.00E+00,Rgs4
2.92E-01,0.1699044643,0.016,0.029,1.00E+00,Gm10754
2.92E-01,-0.1375233746,0.016,0.029,1.00E+00,Arf4os
2.92E-01,-0.2170997901,0.016,0.029,1.00E+00,Phf7
2.92E-01,0.4705897981,0.071,0.101,1.00E+00,Gm16023
2.93E-01,0.3829202585,0.131,0.179,1.00E+00,Map3k10
2.93E-01,0.1578097158,0.259,0.343,1.00E+00,Ino80d
2.93E-01,0.2649668051,0.188,0.256,1.00E+00,Terf1
2.93E-01,0.1232821305,0.11,0.15,1.00E+00,Rnf149
2.93E-01,0.1697506759,0.016,0.029,1.00E+00,Surf6
2.93E-01,0.2345000094,0.053,0.077,1.00E+00,Med8
2.93E-01,0.2730790547,0.142,0.193,1.00E+00,Ift52
2.93E-01,1.566381157,0.028,0.014,1.00E+00,Tert
2.94E-01,0.1834435563,0.314,0.44,1.00E+00,Ncs1
2.94E-01,0.3173441997,0.101,0.14,1.00E+00,Uqcrb
2.94E-01,0.1005556704,0.982,1,1.00E+00,Frmd4a
2.94E-01,-0.1701798858,0.016,0.029,1.00E+00,Irf2bp1
2.94E-01,0.2272170935,0.186,0.251,1.00E+00,2700054A10Rik
2.94E-01,0.1944165661,0.727,0.821,1.00E+00,Ptprs
2.94E-01,0.1325854175,0.034,0.053,1.00E+00,Gm49527
2.94E-01,0.9146711282,0.046,0.029,1.00E+00,Nrp1
2.94E-01,0.3221755625,0.041,0.063,1.00E+00,Gm49189
2.95E-01,0.288204022,0.177,0.242,1.00E+00,Arf3
2.95E-01,-0.2056278571,0.016,0.029,1.00E+00,Cdk15
2.95E-01,0.3077222408,0.016,0.029,1.00E+00,Itpkc
2.95E-01,0.3071294548,0.016,0.029,1.00E+00,Fastkd3
2.95E-01,0.349889186,0.016,0.029,1.00E+00,Zbed3
2.95E-01,1.253310013,0.028,0.014,1.00E+00,2810021J22Rik
2.95E-01,1.844063086,0.028,0.014,1.00E+00,Gm21860
2.95E-01,0.269646589,0.053,0.077,1.00E+00,Alg6
2.96E-01,0.4263284627,0.108,0.15,1.00E+00,Aarsd1
2.96E-01,0.5814659224,0.101,0.077,1.00E+00,Cadps2
2.96E-01,0.3180387329,0.094,0.13,1.00E+00,Pus3
2.96E-01,0.1314030434,0.296,0.396,1.00E+00,Ubn1
2.97E-01,0.1691919738,0.099,0.135,1.00E+00,Edem2
2.97E-01,0.2348770861,0.11,0.15,1.00E+00,Gm27003
2.97E-01,0.2127912198,0.099,0.135,1.00E+00,Zfp866
2.97E-01,0.2636114982,0.156,0.213,1.00E+00,Clpp
2.98E-01,0.1563901201,0.08,0.111,1.00E+00,Tbc1d13
2.98E-01,0.2039274108,0.257,0.353,1.00E+00,Polr3a
2.98E-01,0.101194139,0.034,0.053,1.00E+00,Itgbl1
2.99E-01,0.3329918009,0.149,0.203,1.00E+00,Asb13
2.99E-01,0.3695772701,0.076,0.106,1.00E+00,Cd200
2.99E-01,0.2718682806,0.124,0.169,1.00E+00,Wdr5
3.00E-01,0.1476314804,0.317,0.43,1.00E+00,Mblac2
3.00E-01,0.2009575234,0.076,0.106,1.00E+00,Vps37d
3.00E-01,0.3998716554,0.154,0.208,1.00E+00,Fstl4
3.01E-01,0.2446581404,0.181,0.246,1.00E+00,Stam2
3.01E-01,1.162604654,0.028,0.014,1.00E+00,Zcchc10
3.01E-01,0.1887779994,0.282,0.382,1.00E+00,Mir9-3hg
3.02E-01,-0.2031511141,0.229,0.28,1.00E+00,Maml3
3.02E-01,0.3489982549,0.126,0.174,1.00E+00,Rnf20
3.02E-01,0.4563083846,0.126,0.174,1.00E+00,Cox6b1
3.02E-01,0.2130506398,0.229,0.304,1.00E+00,Prr14
3.02E-01,0.1546838543,0.72,0.812,1.00E+00,Rabgap1l
3.02E-01,0.1051418848,0.454,0.628,1.00E+00,Syt7
3.02E-01,0.4659758677,0.053,0.077,1.00E+00,Dlx6
3.02E-01,0.1773367878,0.36,0.488,1.00E+00,Stard9
3.02E-01,0.2391134702,0.064,0.092,1.00E+00,Scly
3.02E-01,0.2919079126,0.034,0.053,1.00E+00,Ost4
3.03E-01,-0.3998594729,0.05,0.072,1.00E+00,Epm2aip1
3.03E-01,0.1460984906,0.351,0.473,1.00E+00,Lrrc49
3.03E-01,0.3933004094,0.076,0.106,1.00E+00,Atad5
3.04E-01,0.1481413304,0.069,0.097,1.00E+00,Ccdc117
3.04E-01,0.9137147752,0.078,0.058,1.00E+00,Gm15155
3.04E-01,0.1891270773,0.034,0.053,1.00E+00,Glb1l
3.04E-01,0.143695249,0.034,0.053,1.00E+00,Npc2
3.04E-01,0.5843765247,0.323,0.3,1.00E+00,Hs6st3
3.04E-01,0.1538299856,0.149,0.198,1.00E+00,Cep85l
3.04E-01,0.1011642653,0.222,0.295,1.00E+00,Dlgap3
3.04E-01,0.3417666056,0.106,0.145,1.00E+00,Crat
3.04E-01,0.3508379617,0.131,0.179,1.00E+00,Gm26549
3.04E-01,0.1077806982,0.381,0.522,1.00E+00,Cstf3
3.05E-01,1.362301996,0.039,0.024,1.00E+00,Bend7
3.05E-01,0.3287699542,0.046,0.068,1.00E+00,Sec24d
3.05E-01,0.2743836466,0.22,0.304,1.00E+00,D130040H23Rik
3.05E-01,0.4287243203,0.115,0.159,1.00E+00,Slc39a9
3.05E-01,2.435096892,0.014,0.005,1.00E+00,Cps1
3.05E-01,2.105995307,0.014,0.005,1.00E+00,Mettl5os
3.05E-01,1.69577286,0.014,0.005,1.00E+00,Pnrc2
3.05E-01,2.101025136,0.014,0.005,1.00E+00,Htr1d
3.05E-01,1.704718293,0.014,0.005,1.00E+00,Acacb
3.05E-01,1.829234742,0.014,0.005,1.00E+00,Gm4876
3.05E-01,1.861048241,0.014,0.005,1.00E+00,Cd9
3.05E-01,1.546652741,0.014,0.005,1.00E+00,Zfp580
3.05E-01,2.02796391,0.014,0.005,1.00E+00,Stk33
3.05E-01,1.848615252,0.014,0.005,1.00E+00,Hcrtr2
3.05E-01,1.528056961,0.014,0.005,1.00E+00,Parp3
3.05E-01,2.042134003,0.014,0.005,1.00E+00,Pes1
3.05E-01,1.828930706,0.014,0.005,1.00E+00,Gjc2
3.05E-01,1.832244534,0.014,0.005,1.00E+00,Shmt1
3.05E-01,1.842796924,0.014,0.005,1.00E+00,Sco1
3.05E-01,1.892806791,0.014,0.005,1.00E+00,Dnah2
3.05E-01,2.167151497,0.014,0.005,1.00E+00,Skap1
3.05E-01,1.350467877,0.014,0.005,1.00E+00,Itga2
3.05E-01,2.42759167,0.014,0.005,1.00E+00,Gm2824
3.05E-01,1.7830642,0.014,0.005,1.00E+00,Col22a1
3.05E-01,1.682242888,0.014,0.005,1.00E+00,4932438H23Rik
3.05E-01,1.78382164,0.014,0.005,1.00E+00,Wdr55
3.05E-01,2.026785229,0.014,0.005,1.00E+00,Capn1
3.06E-01,0.380621507,0.034,0.053,1.00E+00,2610204G07Rik
3.06E-01,0.3414248182,0.138,0.188,1.00E+00,Wdr44
3.06E-01,0.2306473187,0.294,0.411,1.00E+00,Scamp5
3.06E-01,0.2359223228,0.163,0.222,1.00E+00,Nlgn2
3.06E-01,0.2471236379,0.106,0.145,1.00E+00,Prim2
3.06E-01,0.1812275347,0.073,0.101,1.00E+00,1110046J04Rik
3.06E-01,0.9908143795,0.028,0.014,1.00E+00,Alg14
3.07E-01,1.33364944,0.014,0.005,1.00E+00,AW047730
3.07E-01,1.710896667,0.014,0.005,1.00E+00,Gm37584
3.07E-01,1.386319381,0.014,0.005,1.00E+00,Lrrc69
3.07E-01,1.747064502,0.014,0.005,1.00E+00,Ninj2
3.07E-01,1.471889699,0.014,0.005,1.00E+00,Gm30873
3.07E-01,1.442188151,0.014,0.005,1.00E+00,Esyt1
3.07E-01,1.52110237,0.014,0.005,1.00E+00,Hba-a1
3.07E-01,1.368621499,0.014,0.005,1.00E+00,Gm34934
3.07E-01,1.402200995,0.014,0.005,1.00E+00,Gm49249
3.07E-01,1.494356222,0.014,0.005,1.00E+00,Gm26621
3.07E-01,1.220240432,0.014,0.005,1.00E+00,Gramd3
3.07E-01,0.1523351277,0.236,0.314,1.00E+00,Zfp329
3.07E-01,-0.411247224,0.028,0.043,1.00E+00,Tspyl1
3.07E-01,0.2580901909,0.289,0.382,1.00E+00,Srr
3.07E-01,0.3570534648,0.034,0.053,1.00E+00,Hfm1
3.07E-01,0.1699421259,0.252,0.333,1.00E+00,Clasrp
3.08E-01,0.2860572135,0.064,0.092,1.00E+00,Zfp37
3.08E-01,1.499997308,0.014,0.005,1.00E+00,2010109A12Rik
3.08E-01,1.458997316,0.014,0.005,1.00E+00,Gm36445
3.08E-01,1.44404503,0.014,0.005,1.00E+00,Noxo1
3.08E-01,1.264016055,0.014,0.005,1.00E+00,Gm10545
3.08E-01,1.98962304,0.021,0.01,1.00E+00,Gorab
3.08E-01,1.722199108,0.021,0.01,1.00E+00,Col5a1
3.08E-01,1.553301998,0.021,0.01,1.00E+00,Zeb2os
3.08E-01,1.84935741,0.021,0.01,1.00E+00,4921507P07Rik
3.08E-01,2.10337776,0.021,0.01,1.00E+00,Zfp418
3.08E-01,1.913200001,0.021,0.01,1.00E+00,Vcan
3.08E-01,2.154443832,0.021,0.01,1.00E+00,Tap2
3.08E-01,1.553297795,0.021,0.01,1.00E+00,Gm50163
3.08E-01,0.6402648724,0.078,0.058,1.00E+00,Baiap2
3.08E-01,1.72225717,0.039,0.024,1.00E+00,Cox20
3.08E-01,0.209135665,0.073,0.101,1.00E+00,Kcnj4
3.09E-01,1.665902142,0.021,0.01,1.00E+00,Ttn
3.09E-01,1.221039848,0.014,0.005,1.00E+00,Stum
3.09E-01,1.195638349,0.014,0.005,1.00E+00,C77080
3.09E-01,1.227822528,0.014,0.005,1.00E+00,Abhd15
3.09E-01,1.129399513,0.014,0.005,1.00E+00,Dennd3
3.09E-01,0.2761721718,0.133,0.179,1.00E+00,Gopc
3.10E-01,0.2082681719,0.346,0.488,1.00E+00,Rbm28
3.10E-01,1.508017812,0.021,0.01,1.00E+00,Gm42595
3.10E-01,1.428434492,0.021,0.01,1.00E+00,Idi1
3.10E-01,1.447888843,0.021,0.01,1.00E+00,Pcdhga10
3.10E-01,0.459441464,0.034,0.053,1.00E+00,Tdrd5
3.10E-01,1.061920355,0.014,0.005,1.00E+00,Erbb3
3.10E-01,0.2536641454,0.131,0.179,1.00E+00,Nop56
3.10E-01,0.195782983,0.057,0.082,1.00E+00,Ndufa8
3.10E-01,0.1348554082,0.209,0.275,1.00E+00,Rnpep
3.10E-01,0.2631886972,0.069,0.097,1.00E+00,Rimklb
3.11E-01,0.1011774648,0.057,0.082,1.00E+00,Kctd18
3.11E-01,0.3765479392,0.087,0.121,1.00E+00,Klf9
3.11E-01,1.032553238,0.014,0.005,1.00E+00,Gja1
3.12E-01,0.2355056292,0.661,0.768,1.00E+00,Myo5a
3.12E-01,1.373225897,0.021,0.01,1.00E+00,Bend5
3.12E-01,0.2494192799,0.133,0.179,1.00E+00,Ammecr1l
3.12E-01,1.381154366,0.039,0.024,1.00E+00,Slc1a3
3.12E-01,0.1493139972,0.349,0.469,1.00E+00,Taf15
3.12E-01,0.1517533627,0.156,0.208,1.00E+00,Ankrd42
3.13E-01,0.7361518049,0.014,0.005,1.00E+00,Snhg17
3.13E-01,1.428508998,0.021,0.01,1.00E+00,Gm48957
3.13E-01,0.2899635812,0.122,0.164,1.00E+00,Zfp738
3.13E-01,0.1344676264,0.154,0.203,1.00E+00,B230219D22Rik
3.14E-01,0.2531768852,0.346,0.478,1.00E+00,Btbd1
3.14E-01,-0.6317665554,0.044,0.063,1.00E+00,Sub1
3.14E-01,1.390808104,0.021,0.01,1.00E+00,Gm31645
3.14E-01,0.1279205661,0.131,0.174,1.00E+00,Zfp512b
3.14E-01,-0.2816992564,0.039,0.058,1.00E+00,Psme3
3.14E-01,0.4442053191,0.046,0.068,1.00E+00,A730020E08Rik
3.14E-01,0.4120671933,0.456,0.527,1.00E+00,Erc1
3.14E-01,0.2086575903,0.319,0.435,1.00E+00,Zfp950
3.14E-01,0.4951061826,0.076,0.106,1.00E+00,Ift80
3.15E-01,0.1492052128,0.326,0.44,1.00E+00,Lonp2
3.15E-01,-0.2299247251,0.039,0.058,1.00E+00,Cpq
3.15E-01,0.1108700007,0.245,0.324,1.00E+00,Atg9a
3.16E-01,0.5647113471,0.076,0.106,1.00E+00,Bin3
3.16E-01,0.2262781015,0.197,0.261,1.00E+00,A730081D07Rik
3.16E-01,0.2808505998,0.255,0.338,1.00E+00,Cherp
3.16E-01,0.1195926531,0.39,0.536,1.00E+00,D5Ertd579e
3.16E-01,0.1440458177,0.234,0.314,1.00E+00,Smurf1
3.16E-01,0.4557869933,0.046,0.068,1.00E+00,Gm11457
3.16E-01,0.1022928204,0.346,0.449,1.00E+00,Rit2
3.16E-01,0.3201287065,0.057,0.082,1.00E+00,Utp14b
3.17E-01,1.142416221,0.05,0.034,1.00E+00,Ppox
3.17E-01,0.1628110022,0.163,0.217,1.00E+00,Coq2
3.17E-01,0.1482852042,0.101,0.135,1.00E+00,Rasgrp1
3.17E-01,0.1602371981,0.401,0.551,1.00E+00,Tlk1
3.17E-01,0.1097739144,0.028,0.043,1.00E+00,Ccdc15
3.17E-01,-0.1562329187,0.028,0.043,1.00E+00,Nudt12
3.17E-01,0.1617453991,0.314,0.43,1.00E+00,Uhrf2
3.17E-01,0.3494038332,0.062,0.087,1.00E+00,Sh3yl1
3.18E-01,0.3199182991,0.021,0.01,1.00E+00,Glis3
3.18E-01,1.50167804,0.055,0.039,1.00E+00,Dazap2
3.18E-01,0.1949481868,0.303,0.425,1.00E+00,Nup93
3.18E-01,0.3323520458,0.087,0.121,1.00E+00,Capn10
3.19E-01,0.2229693468,0.124,0.164,1.00E+00,Tmod1
3.19E-01,0.1041712777,0.154,0.203,1.00E+00,Retreg2
3.19E-01,0.1494507872,0.028,0.043,1.00E+00,Vav2
3.19E-01,0.2638315255,0.028,0.043,1.00E+00,A330033J07Rik
3.19E-01,0.1425515608,0.241,0.324,1.00E+00,Tbc1d30
3.19E-01,-0.6183671733,0.021,0.034,1.00E+00,Hck
3.19E-01,0.4545575922,0.076,0.106,1.00E+00,Lzic
3.19E-01,0.3721086755,0.057,0.082,1.00E+00,Fbxo7
3.20E-01,0.1964410594,0.028,0.043,1.00E+00,4930547E14Rik
3.20E-01,0.7310824,0.021,0.01,1.00E+00,Sycp2l
3.20E-01,0.1599761358,0.062,0.087,1.00E+00,Yae1d1
3.20E-01,0.2032984259,0.028,0.043,1.00E+00,Saal1
3.20E-01,0.2706319556,0.216,0.285,1.00E+00,Lztfl1
3.20E-01,0.2661187981,0.099,0.135,1.00E+00,Zfp384
3.20E-01,0.1182007253,0.314,0.43,1.00E+00,Tubb3
3.20E-01,0.6024863629,0.057,0.082,1.00E+00,Crispld1
3.21E-01,1.016538828,0.039,0.024,1.00E+00,1810055G02Rik
3.21E-01,0.1416569048,0.351,0.478,1.00E+00,Gpcpd1
3.21E-01,0.2044761385,0.028,0.043,1.00E+00,Tha1
3.21E-01,0.2863504847,0.241,0.329,1.00E+00,Prelid3a
3.21E-01,0.2110576226,0.083,0.111,1.00E+00,Ephb1
3.21E-01,0.3346572701,0.195,0.266,1.00E+00,Vkorc1l1
3.22E-01,0.1818430815,0.028,0.043,1.00E+00,Chrnb2
3.22E-01,0.6896913202,0.278,0.266,1.00E+00,Lhfpl3
3.22E-01,0.4475291146,0.087,0.121,1.00E+00,Zfp956
3.22E-01,-0.2511255299,0.028,0.043,1.00E+00,A930033H14Rik
3.22E-01,0.2223671524,0.062,0.087,1.00E+00,Fance
3.23E-01,0.2107577847,0.05,0.072,1.00E+00,Ano5
3.23E-01,0.3228879745,0.516,0.604,1.00E+00,Bend6
