p_val,avg_log2FC,pct.OE,pct.KD,p_val_adj,gene
3.88E-01,0.3266036947,0.227,0.213,1.00E+00,Med14
3.88E-01,0.5619871197,0.048,0.037,1.00E+00,Fam228b
3.88E-01,-0.7990962617,0.034,0.046,1.00E+00,Zbtb24
3.88E-01,-0.1041078397,0.154,0.178,1.00E+00,Timm17a
3.88E-01,-0.1159397187,0.333,0.367,1.00E+00,Ppig
3.88E-01,0.2958300325,0.158,0.139,1.00E+00,Cox6a1
3.88E-01,0.1466170503,0.078,0.063,1.00E+00,Nxpe2
3.88E-01,0.3113266196,0.089,0.074,1.00E+00,Dimt1
3.88E-01,0.2391567455,0.154,0.137,1.00E+00,Trmt2b
3.88E-01,0.2780036863,0.089,0.074,1.00E+00,Ap1s1
3.89E-01,-0.1994770712,0.17,0.196,1.00E+00,Gng2
3.89E-01,0.2573117259,0.358,0.352,1.00E+00,Rasa1
3.89E-01,-0.1188567025,0.064,0.08,1.00E+00,Ssx2ip
3.89E-01,-0.2118828299,0.032,0.043,1.00E+00,Rbm22
3.89E-01,-0.165503199,0.154,0.178,1.00E+00,D230025D16Rik
3.89E-01,0.44533293,0.044,0.033,1.00E+00,Ubiad1
3.89E-01,0.2790617342,0.11,0.093,1.00E+00,Msl2
3.89E-01,-0.4224600782,0.037,0.048,1.00E+00,Mrps31
3.90E-01,-0.3662080479,0.023,0.033,1.00E+00,Med28
3.90E-01,0.2859138414,0.117,0.1,1.00E+00,Mtpn
3.90E-01,0.8943963462,0.06,0.048,1.00E+00,Gm34623
3.91E-01,0.207730916,0.289,0.283,1.00E+00,Tlk2
3.91E-01,-0.3456099646,0.046,0.059,1.00E+00,Ptpn21
3.91E-01,0.1030555144,0.369,0.348,1.00E+00,Adgrl2
3.91E-01,0.4692404321,0.044,0.033,1.00E+00,Gm13684
3.91E-01,0.9615304707,0.023,0.015,1.00E+00,Taf6l
3.91E-01,-0.1761924388,0.032,0.043,1.00E+00,Nfyb
3.91E-01,0.1720971655,0.073,0.059,1.00E+00,4930444A19Rik
3.92E-01,-0.1264081078,0.067,0.083,1.00E+00,2510002D24Rik
3.92E-01,-0.1573985189,0.032,0.043,1.00E+00,Gm15594
3.92E-01,-0.2387364602,0.032,0.043,1.00E+00,Gm44040
3.92E-01,-0.112455506,0.161,0.187,1.00E+00,Sycp3
3.93E-01,-0.2100000427,0.278,0.304,1.00E+00,Vstm2a
3.93E-01,-0.1987578562,0.023,0.033,1.00E+00,Tusc2
3.93E-01,-0.1907321932,0.032,0.043,1.00E+00,Sh2b1
3.93E-01,-0.7756214089,0.016,0.024,1.00E+00,Ctsz
3.93E-01,0.5304003508,0.064,0.052,1.00E+00,Ppp2r5d
3.93E-01,0.237808873,0.089,0.074,1.00E+00,Impa2
3.93E-01,-0.1142382593,0.126,0.148,1.00E+00,Pip5k1c
3.94E-01,-0.3905850975,0.034,0.046,1.00E+00,Tstd3
3.94E-01,0.190716047,0.078,0.063,1.00E+00,Ctdsp2
3.94E-01,-0.2592115133,0.057,0.072,1.00E+00,Pop1
3.94E-01,-0.2308049853,0.071,0.087,1.00E+00,Skil
3.94E-01,-0.329587574,0.046,0.059,1.00E+00,Pdha1
3.94E-01,-0.1604027707,0.044,0.057,1.00E+00,Tmem143
3.94E-01,0.7024493978,0.023,0.015,1.00E+00,Ppp1r15b
3.94E-01,0.7709767045,0.062,0.05,1.00E+00,Fam184b
3.94E-01,-0.1864996738,0.087,0.104,1.00E+00,Abhd8
3.94E-01,-0.1564042273,0.394,0.417,1.00E+00,Gatad2b
3.94E-01,-0.271867353,0.108,0.126,1.00E+00,Trap1
3.94E-01,0.1502194283,0.344,0.343,1.00E+00,Stx16
3.94E-01,-0.5505261539,0.025,0.035,1.00E+00,AI413582
3.95E-01,-0.1595015983,0.101,0.12,1.00E+00,Hint1
3.95E-01,0.4565970544,0.044,0.033,1.00E+00,D930048N14Rik
3.95E-01,-0.8730334147,0.016,0.024,1.00E+00,Cyp2d22
3.95E-01,0.7846726124,0.023,0.015,1.00E+00,Ehd1
3.95E-01,0.2669165532,0.101,0.085,1.00E+00,Rpl5
3.95E-01,-0.3688771037,0.062,0.076,1.00E+00,Gm48696
3.95E-01,1.139214619,0.053,0.041,1.00E+00,Hs3st2
3.96E-01,0.7284689453,0.057,0.046,1.00E+00,Gm48293
3.96E-01,0.583960672,0.057,0.046,1.00E+00,Xxylt1
3.96E-01,0.6076910152,0.057,0.046,1.00E+00,Pknox1
